Name,Project Accession,Publication Date,Authors,Author Text,Journal,Related Concepts,Link,Description,Abstract,PDF,Data Types,Added By,Field 14
,PRJNA445005,,,,,"hydrothermal vent metagenome,ecological metagenomes,unclassified sequences",,,"Chains of large sulfur bacteria (LSB) and adherent epibionts from hydrothermal sulfide chimneys and mounds sediments in Southern Trench, Guaymas Basin",,Metagenomic,Alleyah Hanson,
,PRJNA445006,,,,,"hydrothermal vent metagenome,ecological metagenomes,unclassified sequences",,,"Chains of large sulfur bacteria (LSB) and adherent epibionts from hydrothermal sulfide chimneys and mounds sediments in Southern Trench, Guaymas Basin",,Metagenomic,Alleyah Hanson,
,PRJNA445007,,,,,"hydrothermal vent metagenome,ecological metagenomes,unclassified sequences",,,"Chains of large sulfur bacteria (LSB) and adherent epibionts from hydrothermal sulfide chimneys and mounds sediments in Southern Trench, Guaymas Basin",,Metagenomic,Alleyah Hanson,
,PRJNA445008,,,,,"hydrothermal vent metagenome,ecological metagenomes,unclassified sequences",,,"Chains of large sulfur bacteria (LSB) and adherent epibionts from hydrothermal sulfide chimneys and mounds sediments in Southern Trench, Guaymas Basin",,Metagenomic,Alleyah Hanson,
,PRJNA445009,,,,,"hydrothermal vent metagenome,ecological metagenomes,unclassified sequences",,,"Chains of large sulfur bacteria (LSB) and adherent epibionts from hydrothermal sulfide chimneys and mounds sediments in Southern Trench, Guaymas Basin",,Metagenomic,Alleyah Hanson,
,PRJNA445010,,,,,"hydrothermal vent metagenome,ecological metagenomes,unclassified sequences",,,"Chains of large sulfur bacteria (LSB) and adherent epibionts from hydrothermal sulfide chimneys and mounds sediments in Southern Trench, Guaymas Basin",,Metagenomic,Alleyah Hanson,
,PRJNA445011,,,,,"hydrothermal vent metagenome,ecological metagenomes,unclassified sequences",,,"Chains of large sulfur bacteria (LSB) and adherent epibionts from hydrothermal sulfide chimneys and mounds sediments in Southern Trench, Guaymas Basin",,Metagenomic,Alleyah Hanson,
,PRJNA445012,,,,,"hydrothermal vent metagenome,ecological metagenomes,unclassified sequences",,,"Chains of large sulfur bacteria (LSB) and adherent epibionts from hydrothermal sulfide chimneys and mounds sediments in Southern Trench, Guaymas Basin",,Metagenomic,Alleyah Hanson,
,PRJNA445013,,,,,"hydrothermal vent metagenome,ecological metagenomes,unclassified sequences",,,"Chains of large sulfur bacteria (LSB) and adherent epibionts from hydrothermal sulfide chimneys and mounds sediments in Southern Trench, Guaymas Basin",,Metagenomic,Alleyah Hanson,
,PRJNA539312,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
	,	PRJNA539313,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539314,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,	PRJNA539315,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539316,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539317,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539318,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539319,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,	PRJNA539320,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539321,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,	PRJNA539322,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539323,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,	PRJNA539324,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539325,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,	PRJNA539326,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,	PRJNA539327,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539328,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539329,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,	PRJNA539330,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,	PRJNA539331,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539332,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539333,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,	PRJNA539334,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,	PRJNA539335,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539336,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539337,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539338,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539339,,,,,"Sediment microbial communities,Yellowstone Lake",,,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539340,,,,,"Extremophilic microbial mat communities,hot springs metagenome,Hot Springs",,,"Extremophilic microbial mat communities from Washburn Hot Springs, YNP, Wyoming, USA",,Metagenomic,Suraj Patel,
,PRJNA539341,,,,,"Freshwater sediment microbial communities,sediment metagenome,TDP1 metagenome",,,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",,Metagenomic,Suraj Patel,
,PRJNA539342,,,,,"Freshwater sediment microbial communities,sediment metagenome,TDP1 metagenome",,,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",,Metagenomic,Suraj Patel,
,PRJNA539343,,,,,"Freshwater sediment microbial communities,sediment metagenome,TDP1 metagenome",,,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",,Metagenomic,Suraj Patel,
,PRJNA539344,,,,,"Freshwater sediment microbial communities,sediment metagenome,TDP1 metagenome",,,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",,Metagenomic,Suraj Patel,
,PRJNA539345,,,,,"Freshwater sediment microbial communities,sediment metagenome,TDP1 metagenome",,,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",,Metagenomic,Suraj Patel,
,PRJNA539346,,,,,"Freshwater sediment microbial communities,sediment metagenome,TDP1 metagenome",,,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",,Metagenomic,Suraj Patel,
,PRJNA539347,,,,,"Freshwater sediment microbial communities,sediment metagenome,TDP1 metagenome",,,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",,Metagenomic,Suraj Patel,
	,PRJNA539348,,,,,"Ammonia-oxidizing marine archaeal communities,marine metagenome,M1 40m 3416 metagenome",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,PRJNA539349,,,,,"Ammonia-oxidizing marine archaeal communities,marine metagenome,M1 60m 3416 metagenome",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,PRJNA539350,,,,,"Ammonia-oxidizing marine archaeal communities,marine metagenome,M1 200m 3416 metagenome",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,PRJNA539351,,,,,"M1 500m 3416 metagenome,Ammonia-oxidizing marine archaeal communities,marine metagenome",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,PRJNA539352,,,,,"M1 40m 21515 metagenome,marine metagenome,Ammonia-oxidizing marine archaeal communities",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,PRJNA539353,,,,,"Ammonia-oxidizing marine archaeal communities,marine metagenome,M1 80m 21515 metagenome",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,PRJNA539354,,,,,"marine metagenome,Ammonia-oxidizing marine archaeal communities,M1 100m 21515 metagenome",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,PRJNA539355,,,,,"M1 500m 21515 metagenome,marine metagenome,Ammonia-oxidizing marine archaeal communities",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,PRJNA539356,,,,,"M1 80m 32315 metagenome,marine metagenome,Ammonia-oxidizing marine archaeal communities",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,PRJNA539357,,,,,"Ammonia-oxidizing marine archaeal communities,marine metagenome,M1 100m 32315 metagenome",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,PRJNA539358,,,,,"Ammonia-oxidizing marine archaeal communities,marine metagenome,M1 200m 32315 metagenome",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,PRJNA539359,,,,,"M1 500m 32315 metagenome,Ammonia-oxidizing marine archaeal communities,marine metagenome",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,PRJNA539360,,,,,"marine metagenome,Ammonia-oxidizing marine archaeal communities,M1 40m 34915 metagenome",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
,	PRJNA539361,,,,,"Ammonia-oxidizing marine archaeal communities,M1 60m 34915 metagenome,marine metagenome",,,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, USA",,Metagenomic,Suraj Patel,
Nitritation versus full nitrification of ammonium-rich wastewater: Comparison in terms of nitrous and nitric oxides emissions,PRJNA185475,1/7/2013,"A.Rodriguez-Caballero,M.Pijuan",A.Rodriguez-CaballeroA.RiberaJ.L.BalcázarM.Pijuan,Elsevier,"nitrogen fixing,nitrate,pollinators,pollination",https://doi.org/10.1016/j.biortech.2013.04.021,,"The processes of nitritation and full nitrification of synthetic reject wastewater were compared in terms of N2O and NO emissions. Two lab-scale sequencing batch reactors (SBR1 and SBR2) were enriched with Nitrosomonas (ammonia-oxidizing bacteria) and Nitrobacter (nitrite-oxidizing bacteria), as shown by fluorescence in situ hybridization (FISH) and high-resolution 16S rRNA tag pyrosequencing. Stable conversion of ammonium to nitrite and nitrite to nitrate was achieved in SBR1 and SBR2 respectively. Biomass from SBR2 was added in SBR1 in order to achieve full nitrification. Under nitritation, 1.22% of the converted-N was emitted as N2O, and 0.066% as NO. During the transition from nitritation to full nitrification, effluent nitrite concentrations decreased but nitrogen oxides were emitted at levels similar to the nitritation period. Gas emissions decreased sharply under full nitrification conditions (0.54% N2O-N/converted-N; 0.021% NO-N/converted-N), probably as a result of the combined effect of lower nitrite and ammonium concentrations in the bioreactor.",,Metagenomic,Koshiq Hossain,
Prevalence of Antibiotic Resistance Genes and Bacterial Community Composition in a River Influenced by a Wastewater Treatment Plant,PRJNA185477,25/10/2013,"Elisabet Marti,Jose Luis Balcazar","Elisabet Marti,Juan Jofre,Jose Luis Balcazar ",Plos One,"16S RNA,16S rRNA,Antibiotic,β-lactam resistance",https://doi.org/10.1371/journal.pone.0078906,,"Antibiotic resistance represents a global health problem, requiring better understanding of the ecology of antibiotic resistance genes (ARGs), their selection and their spread in the environment. Antibiotics are constantly released to the environment through wastewater treatment plant (WWTP) effluents. We investigated, therefore, the effect of these discharges on the prevalence of ARGs and bacterial community composition in biofilm and sediment samples of a receiving river. We used culture-independent approaches such as quantitative PCR to determine the prevalence of eleven ARGs and 16S rRNA gene-based pyrosequencing to examine the composition of bacterial communities. Concentration of antibiotics in WWTP influent and effluent were also determined. ARGs such as qnrS, blaTEM, blaCTX-M, blaSHV, erm(B), sul(I), sul(II), tet(O) and tet(W) were detected in all biofilm and sediment samples analyzed. Moreover, we observed a significant increase in the relative abundance of ARGs in biofilm samples collected downstream of the WWTP discharge. We also found significant differences with respect to community structure and composition between upstream and downstream samples. Therefore, our results indicate that WWTP discharges may contribute to the spread of ARGs into the environment and may also impact on the bacterial communities of the receiving river.",,"Metagenomic,16S/ITS Amplicon",Koshiq Hossain,
,PRJNA185981,,,,,"Food safety,food fermentation metagenome,soybean growth stages",,,Soy Sauce Metagenome,,Metagenomic,Koshiq Hossain,
,PRJNA186397,,,,,"laurel forest,soil,soil metagenome,Soil management,soil microbiome",,,Bamboo invaded forest soil Metagenome,,Metagenomic,Koshiq Hossain,
,PRJNA186404,,,,,"marine,marine metagenome,Water Microbiology,water pollution",,,"BSM marine Targeted Locus
",,Metagenomic,Koshiq Hossain,
,PRJNA186409,,,,,"marine,Water Microbiology",,,Biodiversity of FLA and associated bacteria Targeted Locus,,Metagenomic,Koshiq Hossain,
,PRJNA186499,,,,,Metagenome,,,F1RT Metagenome,,Metagenomic,Koshiq Hossain,
,PRJNA186501,,,,,"Gut Microbiome,gut microbiota,gut metagenome,Gut metabolites",,,"Gut microbiome and its metabolic role in grass carp (Ctenopharyngodon idella) affected by feeds and gut fillness
",,Metagenomic,Koshiq Hossain,
,PRJNA186666,,,,,"soil,soil metagenome,Soil management,soil microbiome",,,	Cerrado soil Metagenome,,Metagenomic,Koshiq Hossain,
,PRJNA186721,,,,,"sulfates,soil,soil metagenome,Soil management",,,Glacial spring and surface sulfur deposits,,Metagenomic,Koshiq Hossain,
,PRJNA186909,,,,,Metagenome,,,	endophyte metagenome Metagenome,,Metagenomic,Koshiq Hossain,
,PRJNA187137,,,,,Metagenome,,,"Baikal_UT_NB Metagenome
",,Metagenomic,Koshiq Hossain,
