,assembled,sample_id,project_id,TMDB_material,creation_date,average_length,sequence_count,basepairs_count,source_database,mean_quality_SRA,quality_above_30_SRA,sample_collection_date,TMDB_biome,project_name,seq_platform,sample_depth,sample_latitude,sample_location,sample_longitude,TMDB_water_location,TMDB_water_type,TMDB_soil_condition,sample_elevation,TMDB_water_condition,TMDB_organic_material,TMDB_soil_type,TMDB_other_material,TMDB_anthropogenic_material,TMDB_soil_location,TMDB_gas,TMDB_sediment,TMDB_sludge,sample_ph,sample_temp
DRR000836,No,DRS000509,DRX000494,soil; water,2014-04-12,519.0,1268608.0,658785694.0,SRA,29.05,57.0,,,Rice rhizosphere metagenome,LS454,0.97,,,,,,,,,,alluvium,,,,,,,,
DRR000980,No,DRS000638,DRX000630,soil; water,2014-06-30,494.0,1207522.0,596228115.0,SRA,30.59,62.0,,,Metagenomic analysis of rice shoot-associated bacteria,LS454,0.97,,,,,tap water,,,,,alluvium; clay; loam; sand,dust,plastic,,,,,,
DRR000981,No,DRS000639,DRX000631,soil; water,2014-06-30,528.0,802422.0,424054817.0,SRA,30.78,63.0,,,Metagenomic analysis of rice shoot-associated bacteria,LS454,0.97,,,,,tap water,,,,,alluvium; clay; loam; sand,dust,plastic,,,,,,
DRR001455,No,DRS001007,DRX001009,soil,2015-12-31,150.0,21452087.0,3217813050.0,SRA,17.91,28.0,,,Dynamics of the gene pool of soil microbiota disturbed by chemical pollution,ILLUMINA,,,,,,,,,,,,,,,,,,,
SRR1586302,No,SRS709351,SRX710606,soil,2014-10-06,202.0,39421774.0,7963198348.0,SRA,31.74,80.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.05,,Canada,,,,permafrost,,,,,,,,,,,,
SRR1612016,No,SRS721049,SRX732035,,2014-10-13,200.0,25303009.0,5060601800.0,SRA,28.61,71.0,,forest,Wake Forest Vervet Microbiome Project,ILLUMINA,,,,,,,,,,,,,,,,,,,
ERR1562573,No,ERS1288149,ERX1633329,water,2016-08-19,298.0,7790455.0,2320823094.0,SRA,32.51,83.0,,,A DSS colitis mouse model was used to assess the microbial metabolic landscape during inflammation.,ILLUMINA,,,,,,drinking water,,,,,,,,,,,,,
ERR1562574,No,ERS1288150,ERX1633330,water,2016-08-19,298.0,7557568.0,2250504238.0,SRA,32.53,83.0,,,A DSS colitis mouse model was used to assess the microbial metabolic landscape during inflammation.,ILLUMINA,,,,,,drinking water,,,,,,,,,,,,,
ERR1562575,No,ERS1288151,ERX1633331,water,2016-08-19,297.0,6490230.0,1925102249.0,SRA,32.33,82.0,,,A DSS colitis mouse model was used to assess the microbial metabolic landscape during inflammation.,ILLUMINA,,,,,,drinking water,,,,,,,,,,,,,
ERR1923790,Not inferred,ERS1659217,ERX1981517,soil,2017-09-10,262.0,2721934.0,712612540.0,SRA,27.24,43.0,,,Enrichment of anaerobic nitrate-dependent methanotrophic Candidatus Methanoperedens nitroreducens archaea from an Italian paddy field soil,ION_TORRENT,,,,,,,,,,,,,,field soil; paddy field soil,,,,,
ERR1923791,Not inferred,ERS1659218,ERX1981518,soil,2017-09-10,191.0,4044363.0,770922749.0,SRA,25.92,40.0,,,Enrichment of anaerobic nitrate-dependent methanotrophic Candidatus Methanoperedens nitroreducens archaea from an Italian paddy field soil,ION_TORRENT,,,,,,,,,,,,,,field soil; paddy field soil,,,,,
ERR1950810,No,ERS1696413,ERX2016537,,2017-09-15,200.0,7549151.0,1509830200.0,SRA,35.76,93.0,,,Vitamin and amino acid auxotrophy in anaerobic consortia operating under methanogenic condition,ILLUMINA,,,,,,,,,,oil; petroleum,,,,,,,,,
ERR208334,No,ERS198355,ERX183007,sediment,2012-12-23,140.0,205626.0,28799377.0,SRA,26.03,19.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208335,No,ERS198355,ERX183008,sediment,2012-12-23,140.0,199815.0,28000024.0,SRA,27.88,21.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208336,No,ERS198355,ERX183009,sediment,2012-12-23,141.0,196496.0,27678821.0,SRA,27.39,19.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208337,No,ERS198355,ERX183010,sediment,2012-12-23,140.0,206974.0,29030474.0,SRA,25.74,16.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208338,No,ERS198355,ERX183011,sediment,2012-12-23,140.0,203243.0,28454064.0,SRA,25.56,15.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
SRR1586303,No,SRS709353,SRX710607,soil,2014-10-06,202.0,27903318.0,5636470236.0,SRA,34.01,89.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.35,,Canada,,,,permafrost,,,,,,,,,,,,
SRR1612017,No,SRS720885,SRX732041,,2014-10-13,200.0,17239281.0,3447856200.0,SRA,32.63,82.0,,forest,Wake Forest Vervet Microbiome Project,ILLUMINA,,,,,,,,,,,,,,,,,,,
SRR1612295,No,SRS720871,SRX732066,,2014-10-13,200.0,2455375.0,491075000.0,SRA,37.13,94.0,,forest,Wake Forest Vervet Microbiome Project,ILLUMINA,,,,,,,,,,,,,,,,,,,
SRR1616981,No,SRS723945,SRX735613,water,2015-07-14,202.0,16237318.0,3279938236.0,SRA,35.8,94.0,2012-06-14,,Abundance of antibiotic resistance genes and structure of the microbial community in wastewater of medical facilities besides hospitals,ILLUMINA,,48.0,Germany,8.0,,,,,,sewage,,,,,,,,,
SRR332547,No,SRS258337,SRX092654,,2011-08-22,500.0,599713.0,299728339.0,SRA,27.09,48.0,,,wasp metagenome,LS454,,,,,,,,,,wood,,,,,,,,,
ERR208368,No,ERS198355,ERX183041,sediment,2012-12-23,140.0,203352.0,28370218.0,SRA,27.88,20.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208369,No,ERS198355,ERX183042,sediment,2012-12-23,139.0,201043.0,28040979.0,SRA,27.94,21.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208370,No,ERS198355,ERX183043,sediment,2012-12-23,139.0,176709.0,24590779.0,SRA,25.73,15.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208401,No,ERS198355,ERX183074,sediment,2012-12-23,140.0,164845.0,23144463.0,SRA,27.52,19.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208402,No,ERS198355,ERX183075,sediment,2012-12-23,140.0,165227.0,23181359.0,SRA,27.63,19.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208403,No,ERS198355,ERX183076,sediment,2012-12-23,140.0,155317.0,21805686.0,SRA,27.46,19.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208404,No,ERS198355,ERX183077,sediment,2012-12-23,141.0,145170.0,20404740.0,SRA,27.06,18.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208405,No,ERS198355,ERX183078,sediment,2012-12-23,138.0,217201.0,30007135.0,SRA,25.62,15.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208406,No,ERS198355,ERX183079,sediment,2012-12-23,138.0,208340.0,28743098.0,SRA,25.41,15.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
SRR1586304,No,SRS709354,SRX710608,soil,2014-10-06,202.0,16243793.0,3281246186.0,SRA,33.7,87.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.65,,Canada,,,,permafrost,,,,,,,,,,,,
SRR1612018,No,SRS721045,SRX732031,,2014-10-13,200.0,30666448.0,6133289600.0,SRA,36.56,92.0,,forest,Wake Forest Vervet Microbiome Project,ILLUMINA,,,,,,,,,,,,,,,,,,,
SRR1612296,No,SRS721076,SRX732061,,2014-10-13,200.0,2145904.0,429180800.0,SRA,37.23,94.0,,forest,Wake Forest Vervet Microbiome Project,ILLUMINA,,,,,,,,,,,,,,,,,,,
ERR208469,No,ERS198355,ERX183142,sediment,2012-12-23,136.0,227760.0,31071965.0,SRA,28.66,21.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208470,No,ERS198355,ERX183143,sediment,2012-12-23,137.0,219142.0,29928150.0,SRA,28.74,21.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208471,No,ERS198355,ERX183144,sediment,2012-12-23,137.0,211574.0,28956120.0,SRA,26.1,20.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208472,No,ERS198355,ERX183145,sediment,2012-12-23,137.0,197519.0,26992125.0,SRA,27.2,21.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208473,No,ERS198355,ERX183146,sediment,2012-12-23,142.0,150198.0,21395217.0,SRA,25.96,17.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208503,No,ERS198355,ERX183176,sediment,2012-12-23,143.0,132985.0,19000580.0,SRA,27.25,21.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208504,No,ERS198355,ERX183177,sediment,2012-12-23,142.0,138888.0,19699226.0,SRA,26.88,21.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208505,No,ERS198355,ERX183178,sediment,2012-12-23,138.0,179263.0,24790528.0,SRA,25.74,16.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208506,No,ERS198355,ERX183179,sediment,2012-12-23,138.0,169596.0,23474385.0,SRA,25.59,15.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208507,No,ERS198355,ERX183180,sediment,2012-12-23,138.0,205436.0,28407198.0,SRA,25.71,16.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208508,No,ERS198355,ERX183181,sediment,2012-12-23,138.0,199074.0,27487426.0,SRA,25.49,15.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
SRR1586305,No,SRS709355,SRX710609,soil,2014-10-06,202.0,8352192.0,1687142784.0,SRA,32.38,82.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.8,,Canada,,,,permafrost,,,,,,,,,,,,
SRR5855430,Not inferred,SRS2373911,SRX3024646,soil,2017-07-20,300.0,48702835.0,14610850500.0,SRA,35.76,82.0,,,Biological Soil Crust,,,,,,,,,,,,,,,,,,,,
ERR208535,No,ERS198355,ERX183208,sediment,2012-12-23,139.0,207615.0,28828912.0,SRA,25.77,16.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208536,No,ERS198355,ERX183209,sediment,2012-12-23,139.0,208871.0,28963674.0,SRA,27.09,18.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208567,No,ERS198355,ERX183240,sediment,2012-12-23,141.0,173634.0,24555626.0,SRA,25.68,15.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208568,No,ERS198355,ERX183241,sediment,2012-12-23,142.0,178715.0,25322359.0,SRA,25.49,15.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208569,No,ERS198355,ERX183242,sediment,2012-12-23,141.0,163645.0,23138900.0,SRA,25.46,14.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208570,No,ERS198355,ERX183243,sediment,2012-12-23,141.0,168755.0,23804654.0,SRA,25.65,15.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208571,No,ERS198355,ERX183244,sediment,2012-12-23,142.0,168254.0,23853912.0,SRA,25.75,15.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208598,No,ERS198355,ERX183271,sediment,2012-12-23,140.0,170418.0,23896269.0,SRA,25.45,15.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR208599,No,ERS198355,ERX183272,sediment,2012-12-23,141.0,146935.0,20701168.0,SRA,26.84,19.0,,,Metagenomic analysis of Neandertal bone Vi33.16 sequences.,LS454,,,,,,,,,,,,,,,,,,,
ERR430969,Not inferred,ERS402373,ERX397244,soil,2015-04-14,201.0,715757.0,143631832.0,SRA,26.44,44.0,,,Soil metagenomes profiling for forensic purposes,ION_TORRENT,,-35.029,,138.5715,,,,,,,,,,,,,,,
ERR430970,Not inferred,ERS402374,ERX397245,soil,2015-04-14,197.0,784358.0,154345043.0,SRA,25.98,41.0,,,Soil metagenomes profiling for forensic purposes,ION_TORRENT,,-35.029,,138.5715,,,,,,,,,,,,,,,
ERR430971,Not inferred,ERS402375,ERX397246,soil,2015-04-14,207.0,628442.0,130016150.0,SRA,26.91,47.0,,,Soil metagenomes profiling for forensic purposes,ION_TORRENT,,-35.029,,138.5715,,,,,,,,,,,,,,,
SRR1586306,No,SRS709356,SRX710610,soil,2014-10-06,202.0,41615562.0,8406343524.0,SRA,31.79,80.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.05,,Canada,,,,permafrost,,,,,,,,,,,,
SRR1612019,No,SRS720913,SRX732039,,2014-10-13,200.0,16597154.0,3319430800.0,SRA,33.03,83.0,,forest,Wake Forest Vervet Microbiome Project,ILLUMINA,,,,,,,,,,,,,,,,,,,
ERR843249,No,ERS697688,ERX923317,,2015-04-10,322.0,27315045.0,8795444490.0,SRA,24.17,57.0,,,Deeply sequenced metagenome and metatranscriptome of a biogas-producing microbial community from an agricultural production-scale biogas plant,ILLUMINA,,,,,,,,,,,,,,,biogas,,,,
ERR843250,No,ERS697689,ERX923318,,2015-04-10,322.0,37273626.0,12002107572.0,SRA,28.66,69.0,,,Deeply sequenced metagenome and metatranscriptome of a biogas-producing microbial community from an agricultural production-scale biogas plant,ILLUMINA,,,,,,,,,,,,,,,biogas,,,,
SRR032416,No,SRS009459,SRX015076,sediment,2009-12-24,72.0,1789451.0,128840472.0,SRA,19.02,36.0,,,Parallel;  tag-directed assembly of locally derived short sequence reads,ILLUMINA,,,,,,,,,,,,,,,,lake sediment,,,
SRR032417,No,SRS009459,SRX015071,sediment,2009-12-24,96.0,22203276.0,2131514496.0,SRA,27.8,62.0,,,Parallel;  tag-directed assembly of locally derived short sequence reads,ILLUMINA,,,,,,,,,,,,,,,,lake sediment,,,
SRR032418,No,SRS009459,SRX015072,sediment,2009-12-24,152.0,39446995.0,5995943240.0,SRA,26.35,60.0,,,Parallel;  tag-directed assembly of locally derived short sequence reads,ILLUMINA,,,,,,,,,,,,,,,,lake sediment,,,
SRR034130,No,SRS007497,SRX015807,,2010-12-31,503.0,1347644.0,677284368.0,SRA,28.53,53.0,,,Microbial community of a production-scale biogas plant fermenter,LS454,,,,,,,,,,silage,,,,,biogas,,,,
SRR077347,No,SRS140441,SRX033079,water,2010-12-09,535.0,634919.0,339886309.0,SRA,27.88,51.0,,,Environmental samples from Yellowstone Lake,LS454,,,,,,,,,,,,,,,,,,,
SRR077348,No,SRS140442,SRX033080,water,2010-12-09,537.0,560694.0,300850670.0,SRA,28.76,54.0,,,Environmental samples from Yellowstone Lake,LS454,,,,,,,,,,,,,,,,,,,
SRR077350,No,SRS140443,SRX033081,water,2010-12-09,552.0,601329.0,331698282.0,SRA,27.16,48.0,,,Environmental samples from Yellowstone Lake,LS454,,,,,,,,,,,,,,,,,,,
SRR077351,No,SRS140444,SRX033082,water,2010-12-09,539.0,649315.0,350192745.0,SRA,26.87,46.0,,,Environmental samples from Yellowstone Lake,LS454,,,,,,,,,,,,,,,,,,,
SRR077352,No,SRS140445,SRX033083,water,2010-12-09,536.0,636147.0,341241139.0,SRA,26.04,44.0,,,Environmental samples from Yellowstone Lake,LS454,,,,,,,,,,,,,,,,,,,
SRR077353,No,SRS140446,SRX033084,water,2010-12-09,526.0,546498.0,287544684.0,SRA,26.68,46.0,,,Environmental samples from Yellowstone Lake,LS454,,,,,,,,,,,,,,,,,,,
SRR1586307,No,SRS709357,SRX710611,soil,2014-10-06,202.0,9035708.0,1825213016.0,SRA,33.39,86.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.35,,Canada,,,,permafrost,,,,,,,,,,,,
SRR1612020,No,SRS721083,SRX732043,,2014-10-13,200.0,11457827.0,2291565400.0,SRA,33.22,84.0,,forest,Wake Forest Vervet Microbiome Project,ILLUMINA,,,,,,,,,,,,,,,,,,,
SRR1612297,No,SRS721091,SRX732062,,2014-10-13,200.0,2489368.0,497873600.0,SRA,36.67,93.0,,forest,Wake Forest Vervet Microbiome Project,ILLUMINA,,,,,,,,,,,,,,,,,,,
SRR1616982,No,SRS724674,SRX736617,water,2015-07-14,202.0,14147673.0,2857829946.0,SRA,35.74,93.0,2012-12-06,,Abundance of antibiotic resistance genes and structure of the microbial community in wastewater of medical facilities besides hospitals,ILLUMINA,,48.0,Germany,8.0,,,,,,sewage,,,,,,,,,
SRR1022352,No,SRS497165,SRX371701,sediment; sludge; water,2015-07-22,200.0,19282148.0,3856429600.0,SRA,34.85,89.0,,,Diverse Environmental Samples Metagenome,ILLUMINA,,,,,river water,,,,,,,,,,,,activated sludge,,
SRR1022353,No,SRS497166,SRX371702,sediment; sludge; water,2015-07-22,200.0,20962171.0,4192434200.0,SRA,34.9,89.0,,,Diverse Environmental Samples Metagenome,ILLUMINA,,,,,river water,,,,,,,,,,,,activated sludge,,
SRR1022361,No,SRS497163,SRX371699,sediment; sludge; water,2015-07-22,200.0,14140264.0,2828052800.0,SRA,32.54,83.0,,,Diverse Environmental Samples Metagenome,ILLUMINA,,,,,river water,,,,,,,,,,,,activated sludge,,
SRR1047951,No,SRS513979,SRX390517,water,2015-07-22,200.0,20962171.0,4192434200.0,SRA,34.78,89.0,,,Drinking water Metagenome,ILLUMINA,,,,,,drinking water,,,,,,,,,,,,,
SRR1047952,No,SRS513980,SRX390518,water,2015-07-22,200.0,18039168.0,3607833600.0,SRA,34.7,89.0,,,Drinking water Metagenome,ILLUMINA,,,,,,drinking water,,,,,,,,,,,,,
SRR1051195,No,SRS517159,SRX393041,sludge,2015-07-22,200.0,63272210.0,12654442000.0,SRA,32.87,83.0,2008-08-24,,Granular sludge Metagenome,ILLUMINA,,-27.486,Australia,153.1907,,,,,,,,,,,,,activated sludge,,
SRR1055898,No,SRS420562,SRX277355,sludge,2015-07-22,200.0,16543008.0,3308601600.0,SRA,34.35,88.0,2012-03-01,,Foam and foaming activated sludge Metagenome,ILLUMINA,,,China,,,,,,foam,,,,,,,,activated sludge,,
SRR1068156,No,SRS523905,SRX404303,water,2014-04-24,101.0,226542350.0,22880777350.0,SRA,33.11,82.0,2011-09-22,,Analysis of microbial dsRNA,ILLUMINA,0.3048,32.279,United States of America,-111.0216,,,,,,,,,,,,,,,
SRR1586308,No,SRS709358,SRX710612,soil,2014-10-06,202.0,18281786.0,3692920772.0,SRA,34.15,89.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.65,,Canada,,,,permafrost,,,,,,,,,,,,
SRR5855425,Not inferred,SRS2373916,SRX3024651,soil,2017-07-20,300.0,55213099.0,16563929700.0,SRA,36.28,84.0,,,Biological Soil Crust,,,,,,,,,,,,,,,,,,,,
SRR1237782,No,SRS591729,SRX516606,water,2015-02-18,202.0,15861857.0,3204095114.0,SRA,36.4,95.0,2012-11-09,,Abundance of antibiotic resistance genes and structure of the microbial community in sewage influenced by a nursing home,ILLUMINA,,48.0,Germany,8.0,,,,,,sewage,,,,,,,,,
SRR1237783,No,SRS591730,SRX516608,water,2015-02-18,202.0,2585001.0,522170202.0,SRA,36.34,95.0,2012-11-09,,Abundance of antibiotic resistance genes and structure of the microbial community in sewage influenced by a nursing home,ILLUMINA,,48.0,Germany,8.0,,,,,,sewage,,,,,,,,,
SRR1245949,Not inferred,SRS593650,SRX519631,soil,2014-04-19,140.0,2016127.0,282578916.0,SRA,24.52,31.0,2012-10-31,desert,Metagenomes of Saline Desert; Kutch; Gujarat;  India;  Project-151;  Gujarat Genomics Initiative;  GSBTM;  DST;  Gandhinagar;  Gujarat;  India,ION_TORRENT,0.2,23.9081,India,70.5378,,,,,,,,,,,,,,,
SRR1246237,Not inferred,SRS593690,SRX519747,soil,2014-04-19,100.0,2349820.0,235993491.0,SRA,25.69,39.0,2012-10-31,desert,Metagenomes of Saline Desert; Kutch; Gujarat;  India;  Project-151;  Gujarat Genomics Initiative;  GSBTM;  DST;  Gandhinagar;  Gujarat;  India,ION_TORRENT,0.2,23.8349,India,69.5189,,,,,,,,,,,,,,,
SRR1302020,No,SRS622204,SRX554904,water,2014-06-02,416.0,1854527.0,771478324.0,SRA,35.43,90.0,2013-07-05,,Lake Michigan Chicago Virome Metagenome,ILLUMINA,0.0,41.58,United States of America,-87.38,,,,,,,,,,,,,,,
SRR1313239,No,SRS609755,SRX546000,,2014-06-03,300.0,88288118.0,26486435400.0,SRA,34.51,90.0,2009-09-15,,Hydrocarbon Metagenome,ILLUMINA,,56.9709,Canada,-111.3859,,,,,,oil,sand,coal,,,,,,,
SRR1313242,No,SRS624438,SRX559894,water,2014-06-03,300.0,101445977.0,30433793100.0,SRA,34.94,91.0,2013-08-20,,Hydrocarbon Metagenome,ILLUMINA,,57.02,Canada,-111.65,,waste water,,,,oil,,coal,,,,,,,
SRR1313243,No,SRS624438,SRX559894,water,2014-06-03,300.0,96072688.0,28821806400.0,SRA,35.05,91.0,2013-08-20,,Hydrocarbon Metagenome,ILLUMINA,,57.02,Canada,-111.65,,waste water,,,,oil,,coal,,,,,,,
SRR1313257,No,SRS624442,SRX559898,,2014-06-06,300.0,26882013.0,8064603900.0,SRA,35.55,93.0,2010-08-13,,Hydrocarbon Metagenome,ILLUMINA,,55.4,Canada,-110.32,,,,,,oil,,coal,,,,,,,
SRR1586309,No,SRS709359,SRX710613,soil,2014-10-06,202.0,31884271.0,6440622742.0,SRA,33.25,85.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.8,,Canada,,,,permafrost,,,,,,,,,,,,
SRR1612021,No,SRS720902,SRX732042,,2014-10-13,200.0,16148501.0,3229700200.0,SRA,33.16,83.0,,forest,Wake Forest Vervet Microbiome Project,ILLUMINA,,,,,,,,,,,,,,,,,,,
SRR1612298,No,SRS720871,SRX732066,,2014-10-13,200.0,2498084.0,499616800.0,SRA,36.95,94.0,,forest,Wake Forest Vervet Microbiome Project,ILLUMINA,,,,,,,,,,,,,,,,,,,
SRR1706146,No,SRS788056,SRX806383,sediment,2015-01-13,202.0,29674212.0,5994190824.0,SRA,31.85,79.0,2012-01-15,urban,Urban waterways sediment Metagenome,ILLUMINA,0.05,1.3188,Singapore,103.7708,,,,15.0,,,,,,,,,,,
SRR1505171,No,SRS652940,SRX644735,sediment,2014-09-23,149.0,2864984.0,426177416.0,SRA,36.99,97.0,2013-07-15,,Methane enrichments of freshwater lake sediment,ILLUMINA,63.0,47.6312,United States of America,-122.2546,,,,0.0,,,,,,,,lake sediment,,,
SRR1506951,No,SRS654198,SRX645896,sludge,2014-07-07,300.0,63608763.0,19082628900.0,SRA,29.08,71.0,2011-09-05,,Lab-scale EBPR reactor Metagenome,ILLUMINA,,-27.486,Australia,153.1907,,,,,,,,,,,,,activated sludge,,
SRR1506967,No,SRS654175,SRX646137,sludge,2014-07-07,300.0,62878445.0,18863533500.0,SRA,28.49,69.0,2011-06-17,,Lab-scale EBPR reactor Metagenome,ILLUMINA,,-27.486,Australia,153.1907,,,,,,,,,,,,,activated sludge,,
SRR1511001,No,SRS656252,SRX648996,soil,2014-07-21,202.0,27319161.0,5518470522.0,SRA,31.52,79.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1511002,No,SRS656252,SRX648997,soil,2014-07-21,202.0,25003468.0,5050700536.0,SRA,31.55,80.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1511006,No,SRS656253,SRX649001,soil,2014-07-21,202.0,41967450.0,8477424900.0,SRA,31.76,80.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1511007,No,SRS656253,SRX649002,soil,2014-07-21,202.0,22012352.0,4446495104.0,SRA,32.1,81.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1511008,No,SRS656253,SRX649003,soil,2014-07-21,202.0,18075442.0,3651239284.0,SRA,31.93,81.0,,,COMT Switchgrass Root Associated Metagenome and Metatranscriptome,ILLUMINA,,35.9044,United States of America,83.9538,,,,,,,,,,,,,,,
SRR1586253,No,SRS709303,SRX710557,soil,2014-10-06,202.0,36030338.0,7278128276.0,SRA,30.27,74.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.8,,Canada,,,,permafrost,,,,,,,,,,,,
SRR1586254,No,SRS709304,SRX710558,soil,2014-10-06,202.0,32501678.0,6565338956.0,SRA,31.68,79.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.05,,Canada,,,,permafrost,,,,,,,,,,,,
SRR1586255,No,SRS709305,SRX710559,soil,2014-10-06,202.0,31713202.0,6406066804.0,SRA,31.04,77.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.35,,Canada,,,,permafrost,,,,,,,,,,,,
SRR1586256,No,SRS709306,SRX710560,soil,2014-10-06,202.0,35803908.0,7232389416.0,SRA,31.04,77.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.65,,Canada,,,,permafrost,,,,,,,,,,,,
SRR1586257,No,SRS709308,SRX710561,soil,2014-10-06,202.0,73618103.0,14870856806.0,SRA,32.28,81.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.8,,Canada,,,,permafrost,,,,,,,,,,,,
SRR1586285,No,SRS709335,SRX710589,soil,2014-10-06,202.0,38073059.0,7690757918.0,SRA,28.47,68.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.65,,Canada,,,,permafrost,,,,,,,,,,,,
SRR1586286,No,SRS709336,SRX710590,soil,2014-10-06,202.0,38652588.0,7807822776.0,SRA,28.41,68.0,,tundra,Canadian High Artic Metagenomes,ILLUMINA,0.8,,Canada,,,,permafrost,,,,,,,,,,,,
